registered_name,gender,elapsed,zwid,name,team,subteam
Adam C.,1,130.246,70177,~ Cycopath ~ (Team Vegan) ,Team Vegan Antelopes,
Peter West,1,130.461,456595,Peter West (R3R Dev),R3R Dev Black Eyed Peas,
Zach Harner,1,130.511,800272,Zach Harner (Nopinz R3R),NOPINZ R3R,
Alex TenElshof,1,130.585,485822,Alex TenElshof (Finesse) ,Finesse Rockets,
Chris Smart,1,130.637,1157845,CHRIS SMART (Nopinz R3R),NOPINZ R3R,
Oliver Milk,1,130.679,50486,Oliver Milk,BRT,
Erik Haugen,1,133.787,885598,Erik Haugen (R3R Nopinz),NOPINZ R3R,
Hywel Davies,1,134.215,1119043,Hywel Davies (BRT),BRT,
Maximiliaan Meester,1,134.956,1550522,Maximiliaan Meester,Canyon Coalition,
